id2,id,keyword,translation,username1,status1,cant_post1,wait_msg1,hidden_from_timeline1,missing_1hr_later1,missing_24hrs_later1,deleted_msg1,deleted_msg_time1,username2,status2,cant_post2,wait_msg2,hidden_from_timeline2,missing_1hr_later2
647,1932,网管办,Internet Management Office,user13,,,,1,1,1,,,user30,deleted,,,1,.
648,1933,国新办,State Council Information Office,user13,,,,,1,1,,,user30,deleted,,,,.
649,1934,真理部,Ministry of Truth,user13,,,,1,1,1,,,user30,deleted,,,1,.
650,1948,蛤蟆,toad,user13,,,,,,,,,user30,deleted,,,,.
651,1949,癩蛤蟆,toad,user14,active,,,,,,,,user30,deleted,,,,.
652,1966,江主席,Chairman Jiang,user14,,1,,,,,,,user30,deleted,1,,,.
653,1970,江核心,Jiang Core,user14,,,,,,,,,user30,deleted,,,,.
654,1971,江泽民,Jiang Zemin,user14,,,,,,,,,user30,deleted,,,,.
655,1972,江泽明,Jiang Zeming,user14,,,,,,,,,user30,deleted,,,,.
656,1976,江爷爷,Grandpa Jiang,user14,,,,,,,,,user30,deleted,,,,.
657,1977,老江,Old Jiang,user14,,,,,,1,,,user30,deleted,,,,.
658,1980,江core,Jiang core,user14,,1,,,,,,,user30,deleted,1,,1,.
659,1986,国母,first lady,user14,,,,,,,,,user30,deleted,,,,.
660,1992,中南海,Zhongnanhai,user14,,,,,,,,,user30,deleted,,,,.
661,2028,六四,six four,user14,,,,1,1,1,,,user30,deleted,,,1,.
662,2029,学运,student movement,user14,,,,,,1,,,user30,deleted,,,,.
663,2035,学潮,student strike,user14,,,,,,1,,,user30,deleted,,,,.
664,2037,祖国母亲,motherland mothers,user14,,,,,,,,,user30,deleted,,,,.
665,2041,江泽民,Jiang Zemin,user14,,,,,,,,,user30,deleted,,,,.
666,2042,赵紫阳,Zhao Ziyang,user14,,,1,1,1,1,,,user30,deleted,,1,1,.
667,2044,丁子霖,Ding Zilin,user14,,,1,1,1,1,,,user30,deleted,,1,1,.
668,2045,学生领袖,student leader,user14,,,,,,1,,,user30,deleted,,,,.
669,2049,坦克人,Tank Man,user14,,,,1,1,1,,,user30,deleted,,,1,.
670,2051,5月35日,May 35th,user14,,,,1,1,1,,,user30,deleted,,,1,.
671,2054,藏独,Tibet independence,user14,,,,,,,,,user30,deleted,,,,.
672,2055,西藏独立,Tibet independence,user14,,,,,,1,,,user30,deleted,,,,.
673,2061,江家帮,Jiang family gang,user14,,1,,,,,,,user30,deleted,1,,,.
674,2062,门徒会,Disciple Association,user14,,,,,,1,,,user30,deleted,,,,.
675,2063,江端仪,Jiang Duanyi,user14,,,,,,,,,user30,deleted,,,,.
676,2066,刘晓波,Liu Xiaobo,user14,,,,,,1,,,user30,deleted,,,1,.
677,2067,64学运,64 student movement,user14,,,,,,1,,,user30,deleted,,,1,.
678,2068,64学潮,64 student strike,user14,,,,,,1,,,user30,deleted,,,1,.
679,2069,89学潮,89 student strike,user14,,,,1,1,1,,,user30,deleted,,,1,.
680,2070,89学运,89 student movement,user14,,,,,,,,,user30,deleted,,,1,.
681,2073,89事件,89 incident,user14,,,,1,1,1,,,user30,deleted,,,1,.
682,2074,假庆淋,Fake [Jia] Qinglin,user14,,,,,,,,,user30,deleted,,,1,.
683,2075,推翻共党,topple the Communist Party,user14,,,,1,1,1,,,user30,deleted,,,1,.
684,2076,阴唇被插,vulva is penetrated,user14,,,,,,,,,user30,deleted,,,1,.
685,2077,中共暴政,CCP tyranny,user14,,1,,,,,,,user30,deleted,1,,1,.
686,2078,突厥革命,Turkic revolution (Xinjiang),user14,,,,,,1,,,user30,deleted,,,1,.
687,2082,六四学运,Six-Four student movement,user14,,,,1,1,1,,,user30,deleted,,,1,.
688,2083,六四学潮,Six-Four student strike,user14,,,,1,1,1,,,user30,deleted,,,1,.
689,2084,八九学运,Eighty-Nine student movement,user14,,,,,,1,,,user30,deleted,,,1,.
690,2087,打倒中共,overthrow the CCP,user14,,,,,,,,,user30,deleted,,,1,.
691,2088,打倒共党,strike down the CCP,user14,,,,1,1,1,,,user30,deleted,,,1,.
692,2089,一党独裁,one-party dictatorship,user14,,,,1,1,1,,,user30,deleted,,,1,.
693,2090,团派人马,Youth League faction troops,user14,,,,,,,,,user30,deleted,,,1,.
694,2091,李鹏病重,Li Peng seriously ill,user14,,,,,,,,,user30,deleted,,,1,.
695,2093,胡温政治,Hu-Wen politics,user14,,1,,,,,,,user30,deleted,1,,1,.
696,2094,胡温政体,Hu-Wen system of government,user14,,1,,,,,,,user30,deleted,1,,1,.
697,2095,胡温核心,Hu-Wen inner circle,user14,,1,,,,,,,user30,deleted,1,,1,.
698,2096,胡温暴政,Hu-Wen tyranny,user14,,1,,,,,,,user30,deleted,1,,1,.
699,2097,推翻中共,topple the CCP,user14,,,,,,,,,user31,deleted,,,,
700,2099,中国新民党,China New Democracy Party,user14,,,,,,,,,user31,deleted,,,,
701,2103,中南海斗争,Zhongnanhai fight,user15,48hrban,,,,,1,,,user31,deleted,,,,
702,2104,九评共产党,Nine Commentaries on the Communist Party,user15,,,,,,,,,user31,deleted,,,,
703,2106,推翻共产党,topple the Communist Party,user15,,,,1,1,1,,,user31,deleted,,,1,
704,2108,胡温接班人,Hu-Wen successors,user15,,1,,,,,,,user31,deleted,1,,,
705,2111,中共独裁暴政,CCP dictatorial tyranny,user15,,,,,,,,,user31,deleted,,,,
706,2112,团派政治明星,Youth League faction political stars,user15,,,,,,,,,user31,deleted,,,,
707,2114,自由亚洲电台,Radio Free Asia,user15,,,,,,1,,,user31,deleted,,,,
708,2115,打倒中国共产党,overthrow the Chinese Communist Party,user15,,,,,,1,,,user31,deleted,,,,
709,2117,自焚,self-immolate,user15,,,,,,,,,user31,deleted,,,,
710,2118,达赖,Dalai,user15,,,,,,1,,,user31,deleted,,,,
711,2123,共匪,communist bandit,user15,,1,,1,1,1,,,user31,deleted,1,,1,
712,2126,朱镕基,Zhu Rongij,user15,,,,,,1,1,11/8/2014 15:31,user31,deleted,,,,
713,2127,太子党,princeling party,user15,,,,,,1,1,11/8/2014 15:27,user31,deleted,,,,
714,2130,张德江,Zhang Dejiang,user15,,,,,,,,,user31,deleted,,,,
715,2133,婴儿汤,baby soup,user15,,,,,,,,,user31,deleted,,,,
716,2134,网民党,Netizen Party,user15,,,,,,,,,user31,deleted,,,,
717,2136,郭伯雄,Guo Boxiong,user15,,,,,,1,1,11/8/2014 15:31,user31,deleted,,,,
718,2143,江泽民,Jiang Zemin,user15,,,,,,,,,user31,deleted,,,,
719,2148,一党专政,one-party dictatorship,user15,,,,1,1,1,,,user31,deleted,,,1,
720,2150,炸弹制作,bomb manufacture,user15,,,,,,,,,user31,deleted,,,,
721,2157,共贪党,Commu-greed Party,user15,,,,,,,,,user31,deleted,,,,
722,2158,胡海清,Hu Haiqing,user15,,,,,,1,1,11/8/2014 15:27,user31,deleted,,,,
723,2159,温云松,Wen Yunsong,user15,,,,,,1,1,11/8/2014 15:31,user31,deleted,,,,
724,2161,共惨党,Commu-cruel Party,user15,,1,,,,,,,user31,deleted,1,,,
725,2162,真善忍,"truthfulness, compassion, forebearance",user15,,,,,,1,,,user31,deleted,,,,
726,2163,共残党 ,Commu-crush Party,user15,,1,,,,,,,user31,deleted,1,,.,.
727,2164,八九学潮,Eighty-Nine campus strike,user15,,,,,1,1,,,user31,deleted,,,.,.
728,2165,六四事件,Six-Four Incident,user15,,,,1,1,1,,,user31,deleted,,,.,.
729,2166,胡温新政,Hu-Wen new policy,user15,,1,,,,,,,user31,deleted,1,,.,.
730,2168,广场上的热血,hot blood on the square,user15,,,,,1,1,,,user31,deleted,,,.,.
731,2173,胡温,Hu-Wen,user15,,1,,,,,,,user31,deleted,1,,.,.
732,2175,团派,Youth League faction,user15,,,,,,,,,user31,deleted,,,.,.
733,2176,李鹏,Li Peng,user15,,,,,,,,,user31,deleted,,,.,.
734,2181,戒严,impose martial law,user15,,,,,,,,,user31,deleted,,,.,.
735,2184,九评,nine commentaries,user15,,,,,1,1,,,user31,deleted,,,.,.
736,2195,上海帮,Shanghai gang,user15,,,,1,1,1,,,user31,deleted,,,.,.
737,2200,瘟家宝,Plague [Wen] Jiabao,user15,,1,,,,,,,user31,deleted,1,,.,.
738,2201,新左派,new lefists,user15,,,,,,,,,user31,deleted,,,.,.
739,2203,网管办,Internet Management Office,user15,,,,1,,,,,user31,deleted,,,.,.
740,2210,中南海,Zhongnanhai,user15,,,,,,,,,user31,deleted,,,.,.
741,2220,出售枪支,sell firearms,user15,,,,,1,1,,,user31,deleted,,,.,.
742,2221,ZHU所生！,what ZHU gave birth to!,user15,,,,,,,,,user31,deleted,,,.,.
743,2225,周名军,Zhou Mingjun,user15,,,,,,,,,user31,deleted,,,.,.
744,2226,李现原,Li Xianyuan,user15,,,,,,,,,user31,deleted,,,.,.
745,2228,方寿伟,Fang Taowei,user15,,,,,,,,,user31,deleted,,,.,.
746,2229,秦逊辉,Qin Sunhui,user15,,,,,,,,,user31,deleted,,,.,.
747,2232,操女人穴,f**k women's holes,user15,,,,,,,,,user31,deleted,,,.,.
748,2233,人权圣火,Human Rights Torch [Relay],user15,,,,,1,1,,,user31,deleted,,,.,.
749,2235,胡曾联手,Hu and Zeng join hands,user15,,,,,,,,,user32,deleted,,,,.
750,2237,超越红墙,Beyond the Red Wall,user15,,,,,,,,,user32,deleted,,,,.
751,2239,胡曾江恶斗,Hu-Zeng-Jiang battle royal,user16,active,,,,,,,,user32,deleted,,,,.
752,2249,罗干,Luo Gan,user16,,,,,,1,,,user32,deleted,,,,.
753,2254,共铲党,Shared Shovel Party,user16,,1,,,,,,,user32,deleted,1,,,.
754,2255,胡海峰,Hu Haifeng,user16,,,,,,1,,,user32,deleted,,,,.
755,2256,法轮功,Falungong,user16,,,1,1,1,1,,,user32,deleted,,1,1,.
756,2257,赵紫阳,Zhao Ziyang,user16,,,1,1,1,1,,,user32,deleted,,1,1,.
757,2259,李洪志,Li Hongzhi,user16,,,1,1,1,1,,,user32,deleted,,1,1,.
758,2260,新唐人,New Tang Dynasty,user16,,,,,,1,1,11/8/2014 13:50,user32,deleted,,,,.
759,2261,大纪元,Epoch Times,user16,,,,,,1,1,11/8/2014 13:50,user32,deleted,,,,.
760,2262,零八宪章,Charter Oh-Eight,user16,,,,,,,,,user32,deleted,1,,,.
761,2263,08宪章,Charter 08,user16,,,,1,1,,,,user32,deleted,,,1,.
762,2264,吾尔开希,Wu'erkaixi,user16,,,1,1,1,1,,,user32,deleted,,1,1,.
763,2266,六四运动,June Fourth Movement,user16,,,,1,1,1,1,11/8/2014 13:50,user32,deleted,,,1,.
764,2267,打倒共产党,overthrow the Communist Party,user16,,1,,1,1,1,,,user32,deleted,1,,1,.
765,2270,魏京生,Wei Jingsheng,user16,,,1,1,1,1,,,user32,deleted,,1,1,.
766,2271,胡紧掏,Hu Tight-pull (Hú Jǐntāo),user16,,1,,,,,,,user32,deleted,1,,,.
767,2272,温加饱,Warm Add-full (Wēn Jiābǎo),user16,,1,,,,,,,user32,deleted,1,,,.
768,2285,free Tibet,free Tibet,user16,,,,,,,,,user32,deleted,,,,.
769,2310,三唑仑,Triazolam,user16,,,,1,1,1,,,user32,deleted,,,1,.
770,2317,张培莉,Zhang Peili,user16,,,,,,1,1,11/8/2014 14:39,user32,deleted,,,,.
771,2321,安魂网,Anhun Net,user16,,,,,1,1,,,user32,deleted,,,,.
772,2328,追查国际,investiage internationally,user16,,,,,,,,,user32,deleted,,,,.
773,2333,美国之音,Voice of America,user16,,,,,1,1,,,user32,deleted,,,,.
774,2335,平反六四,redress June Fourth,user16,,1,,1,1,1,,,user32,deleted,1,,1,.
775,2353,博讯新闻网,Boxun News Net,user16,,,,1,1,1,,,user32,deleted,,,1,.
776,2360,推翻中国共产党,topple the Chinese Communist Party,user16,,,,1,1,1,,,user32,deleted,,,1,.
777,2362,GCD,GCD,user16,,,,,,,,,user32,deleted,,,,.
778,2365,胡江,Hu-Jiang,user16,,,,,1,1,,,user32,deleted,,,,.
779,2376,老胡,Old Hu,user16,,,,,,,,,user32,deleted,,,,.
780,2380,党禁,ban on political parties,user16,,,,,,,,,user32,deleted,,,,.
781,2381,党魁,party boss,user16,,,,,,,,,user32,deleted,,,,.
782,2394,人权奖,human rights prize,user16,,,,,1,1,,,user32,deleted,,,,.
783,2398,动态网,dongtaiwang,user16,,,,,1,1,,,user32,deleted,,,,.
784,2405,温爷爷,Grandpa Wen,user16,,,,,,,,,user32,deleted,,,,.
785,2414,新闻办,State Council Information Office,,,,,,,,,,user32,deleted,,,,.
786,2415,李世辉,Li Shihui,,,,,,,,,,user32,deleted,,,,.
787,2416,陈一文,Chen Yiwen,,,,,,,,,,user32,deleted,,,,.
788,2417,余秋雨,Yu Qiuyu,,,,,,,,,,user32,deleted,,,,.
789,2418,李国谅,Li Guoliang,,,,,,,,,,user32,deleted,,,,.
790,2419,瀛海镇,Yinghai Township,,,,,,,,,,user32,deleted,,,,.
791,2420,十九年前,nineteen years ago,,,,,,,,,,user32,deleted,,,,.
792,2421,整肃官场,clean up officialdom,,,,,,,,,,user32,deleted,,,,.
793,2422,齐鲁石化,Qilu Petrochemicals,,,,,,,,,,user32,deleted,,,,.
794,2423,抵制奥运,boycott Olympics,,,,,,,,,,user32,deleted,,,,.
795,2424,三个代表,Three Represents,,,,,,,,,,user32,deleted,,,,.
796,2425,西藏局势,Tibet situation,,,,,,,,,,user32,deleted,,,,.
797,2426,维基百科,Wikipedia,,,,,,,,,,user32,deleted,,,,.
798,2427,BBC中文网,BBC Chinese Net,,,,,,,,,,user32,deleted,,,,.
799,2428,德国之声,Deutsche Welle,,,,,,,,,,user32,deleted,,,,.
800,2429,大赦国际,Amnesty International,,,,,,,,,,user32,deleted,,,,.
801,0,共产党,The Communist Party,,,,,,,,,,user32,deleted,,,,.
802,0,阶级和阶级斗争,Classes and Class Struggle,,,,,,,,,,user32,deleted,,,,.
803,0,社会主义和共产主义,Socialism and Communism,,,,,,,,,,user32,deleted,,,,.
804,0,正确处理人民内部矛盾,The Correct Handling of Contradictions Among the People,,,,,,,,,,user32,deleted,,,,.
805,0,战争与和平,War and Peace,,,,,,,,,,user32,deleted,,,,.
806,0,帝国主义和一切反动派都是纸老虎,Imperialism and All Reactionaries Are Paper Tigers,,,,,,,,,,user32,deleted,,,,.
807,0,敢于斗争，敢于胜利,Dare to Struggle and Dare to Win,,,,,,,,,,user32,deleted,,,,.
808,0,人民战争,People's War,,,,,,,,,,user32,deleted,,,,.
809,0,人民军队,The People's Army,,,,,,,,,,user33,,,,,
810,0,党委领导,Leadership of Party Committees,,,,,,,,,,user33,,,,,
811,0,群众路线,The Mass Line,,,,,,,,,,user33,,,,,
812,0,政治工作,Political Work,,,,,,,,,,user33,,,,,
813,0,官兵关系,Relations Between Officers and Men,,,,,,,,,,user33,,,,,
814,0,军民关系,Relations Between the Army and the People,,,,,,,,,,user33,,,,,
815,0,三大民主,Democracy in the Three Main Fields,,,,,,,,,,user33,,,,,
816,0,教育和训练,Education and the Training of Troops,,,,,,,,,,user33,,,,,
817,0,为人民服务,Serving the People,,,,,,,,,,user33,,,,,
818,0,爱国主义和国际主义,Patriotism and Internationalism,,,,,,,,,,user33,,,,,
819,0,革命英雄主义,Revolutionary Heroism,,,,,,,,,,user33,,,,,
820,0,勤俭建国,Building Our Country Through Diligence and Frugality,,,,,,,,,,user33,,,,,
821,0,自力更生，艰苦奋斗,Self-Reliance and Arduous Struggle,,,,,,,,,,user33,,,,,
822,0,思想方法和工作方法,Methods of Thinking and Methods of Work,,,,,,,,,,user33,,,,,
823,0,调查研究,Investigation and Study,,,,,,,,,,user33,,,,,
824,0,纠正错误思想,Correcting Mistaken Ideas,,,,,,,,,,user33,,,,,
825,0,团结,Unity,,,,,,,,,,user33,,,,,
826,0,纪律,Discipline,,,,,,,,,,user33,,,,,
827,0,批评和自我批评,Criticism and Self-Criticism,,,,,,,,,,user33,,,,,
828,0,共产党员,Communists,,,,,,,,,,user33,,,,,
829,0,干部,Cadres,,,,,,,,,,user33,,,,,
830,0,青年,Youth,,,,,,,,,,user33,,,,,
831,0,妇女,Women,,,,,,,,,,user33,,,,,
832,0,文化艺术,Culture and Art,,,,,,,,,,user33,,,,,
833,0,学习,Study,,,,,,,,,,user33,,,,,
834,0,Four ,,,,,,,,,,,user33,,,,,
835,0,score ,,,,,,,,,,,user33,,,,,
836,0,and,,,,,,,,,,,user33,,,,,
837,0,seven,,,,,,,,,,,user33,,,,,
838,0,years,,,,,,,,,,,user33,,,,,
839,0,ago,,,,,,,,,,,user34,,,,,
840,0,our,,,,,,,,,,,user34,,,,,
841,0,fathers,,,,,,,,,,,user34,,,,,
842,0,brought,,,,,,,,,,,user34,,,,,
843,0,forth,,,,,,,,,,,user34,,,,,
844,0,on this,,,,,,,,,,,user34,,,,,
845,0,continent,,,,,,,,,,,user34,,,,,
846,0,a new,,,,,,,,,,,user34,,,,,
847,0,nation,,,,,,,,,,,user34,,,,,
848,0,conceived,,,,,,,,,,,user34,,,,,
849,0,in,,,,,,,,,,,user34,,,,,
850,0,liberty,,,,,,,,,,,user34,,,,,
,,,,,,,,,,,,,,,,,,
