id,name,banned,results,datetested,trigger,results2,datetested2,translation
1437,互联网信息办公室,,708,2014-05-11 21:14:42 UTC,,331059,2014-11-04 06:24:33 UTC,Internet Information Office
1438,员老,,18010993,2014-05-11 21:15:06 UTC,,4128,2014-11-04 06:24:58 UTC,elders [of CCP]
1439,国台办,,624623,2014-05-11 21:15:30 UTC,,441440,2014-11-04 06:25:24 UTC,Taiwan Affairs Office
1440,黎庆洪+涉黑,,67568,2014-05-11 21:15:53 UTC,,42271,2014-11-04 06:25:48 UTC,Li Qinghong + criminal activity
1441,十七届+中央,,316418,2014-05-11 21:16:16 UTC,,184574,2014-11-04 06:26:12 UTC,17th + CCP
1442,台湾独立,1,-1,2014-05-11 21:17:26 UTC,台湾独立,0,2014-11-04 06:26:33 UTC,Taiwan independence
1443,争鸣,,5361124,2014-05-11 21:17:50 UTC,,2512186,2014-11-04 06:26:57 UTC,contend
1444,温总,,605,2014-05-11 21:18:13 UTC,,931328,2014-11-04 06:27:19 UTC,Chief Wen
1445,布局,,21923040,2014-05-11 21:18:37 UTC,,15797272,2014-11-04 06:27:44 UTC,arrangement (of chessboard)
1446,军阀,,4114088,2014-05-11 21:19:00 UTC,,2598336,2014-11-04 06:28:08 UTC,warlord
1447,删除负面信息,1,-1,2014-05-11 21:20:34 UTC,删除负面信息,48467,2014-11-04 06:28:32 UTC,delete negative information
1448,负面信息删除,1,-1,2014-05-11 21:22:06 UTC,负面信息删除,48467,2014-11-04 06:28:55 UTC,negative information delete
1449,网络删帖,1,-1,2014-05-11 21:23:39 UTC,网络删帖,302154,2014-11-04 06:29:19 UTC,deleted online posts
1450,影帝温,1,-1,2014-05-11 21:25:13 UTC,影帝温,0,2014-11-04 06:29:41 UTC,Movie Star Wen
1451,东京热,1,-1,2014-05-11 21:26:24 UTC,东京热,0,2014-11-04 06:30:01 UTC,Tokyo-Hot
1452,费孝通,,830,2014-05-11 21:26:47 UTC,,144247,2014-11-04 06:30:26 UTC,Fei Xiaotong
1453,余杰,1,-1,2014-05-11 21:27:57 UTC,余杰,0,2014-11-04 06:30:49 UTC,Yu Jie
1454,截访,,2009213,2014-05-11 21:28:21 UTC,,1204878,2014-11-04 06:31:13 UTC,block petitioners
1455,人体,,118670577,2014-05-11 21:28:45 UTC,,92340159,2014-11-04 06:31:37 UTC,human body
1456,丁书苗,,749843,2014-05-11 21:29:08 UTC,,510412,2014-11-04 06:32:03 UTC,Ding Shumiao
1457,刘荻,,13327,2014-05-11 21:29:31 UTC,,7218,2014-11-04 06:32:27 UTC,Liu Di
1458,独立中文笔会,1,-1,2014-05-11 21:31:05 UTC,独立中文笔会,0,2014-11-04 06:32:53 UTC,Independent Chinese PEN Center
1459,中国之春,1,-1,2014-05-11 21:32:38 UTC,中国之春,0,2014-11-04 06:33:37 UTC,Chinese Spring
1460,黄雀行动,1,-1,2014-05-11 21:33:48 UTC,黄雀行动,0,2014-11-04 06:34:26 UTC,Operation Yellowbird
1461,高自联,1,-1,2014-05-11 21:35:22 UTC,高自联,0,2014-11-04 06:35:12 UTC,Capital Autonomous Federation of University Students
1462,北高联,1,-1,2014-05-11 21:36:55 UTC,北高联,0,2014-11-04 06:35:56 UTC,Capital Autonomous Federation of University Students 
1463,民主中国,,22477472,2014-05-11 21:37:19 UTC,,12565460,2014-11-04 06:36:40 UTC,democratic China
1464,夺权,1,-1,2014-05-11 21:37:42 UTC,夺权,0,2014-11-04 06:37:25 UTC,seize power
1465,黄丽满,,946,2014-05-11 21:38:06 UTC,,9285,2014-11-04 06:38:21 UTC,Huang Liman
1466,朝鲜+政变,1,-1,2014-05-11 21:39:15 UTC,政变,0,2014-11-04 06:39:07 UTC,North Korea + coup
1467,朝鲜+兵变,,502,2014-05-11 21:39:39 UTC,,14435,2014-11-04 06:39:58 UTC,North Korea + mutiny
1468,square,,3237285,2014-05-11 21:40:02 UTC,,2322002,2014-11-04 06:40:52 UTC,square
1469,lichangchun,1,-1,2014-05-11 21:40:25 UTC,lichangchun,0,2014-11-04 06:41:15 UTC,lichangchun
1470,xijinping,1,-1,2014-05-11 21:40:48 UTC,xijinping,0,2014-11-04 06:41:35 UTC,xijinping
1471,煽动颠覆国家政权,1,-1,2014-05-11 21:42:21 UTC,煽动颠覆国家政权,0,2014-11-04 06:41:55 UTC,incite subversion of state power
1472,中联办,,289,2014-05-11 21:42:45 UTC,,221832,2014-11-04 06:42:17 UTC,Liaison Office of the Central People's Government [in Hong Kong SAR]
1473,热比娅,1,-1,2014-05-11 21:44:18 UTC,热比娅,0,2014-11-04 06:42:38 UTC,Libya
1474,智晟,,197764,2014-05-11 21:44:41 UTC,,55711,2014-11-04 06:43:01 UTC,Zhisheng
1475,港支联会,,52,2014-05-11 21:45:05 UTC,,0,2014-11-04 06:43:23 UTC,Hong Kong Alliance
1476,国政通,,654,2014-05-11 21:45:35 UTC,,11341,2014-11-04 06:43:46 UTC,Guozhengtong (microblog real-name marketplace)
1477,动乱,,2469512,2014-05-11 21:45:59 UTC,,1593498,2014-11-04 06:44:11 UTC,turmoil
1478,吕加平,1,-1,2014-05-11 21:49:46 UTC,吕加平,0,2014-11-04 06:44:34 UTC,Lü Jiaping
1479,江宋,1,-1,2014-05-11 21:50:57 UTC,江宋,0,2014-11-04 06:44:54 UTC,Jiang Song (Jiang Zemin)
1480,江鬼,,206,2014-05-11 21:51:21 UTC,,1033,2014-11-04 06:45:17 UTC,Devil Jiang (Jiang Zemin)
1481,宪法35条,,21426,2014-05-11 21:51:45 UTC,,114502,2014-11-04 06:45:42 UTC,Article 35 of the constitution
1482,薛健婉,,19,2014-05-11 21:52:08 UTC,,37116,2014-11-04 06:46:12 UTC,Xue Jinbo
1483,天与地,,3263236,2014-05-11 21:52:31 UTC,,2007666,2014-11-04 06:47:01 UTC,When Heaven Burns
1484,黄玉斌,,214249,2014-05-11 21:52:55 UTC,,117539,2014-11-04 06:47:53 UTC,Huang Yubin
1485,天鹅绒革命,,97232,2014-05-11 21:53:18 UTC,,48463,2014-11-04 06:48:45 UTC,Velvet Revolution
1486,黄莉新,,37916,2014-05-11 21:53:41 UTC,,19601,2014-11-04 06:49:36 UTC,Huang Lixin
1487,毛小平,,245557,2014-05-11 21:54:05 UTC,,79390,2014-11-04 06:50:25 UTC,Mao Xiaoping
1488,第一书记,,3996575,2014-05-11 21:54:28 UTC,,520128,2014-11-04 06:51:14 UTC,first secretary-general
1489,彭博社,,645,2014-05-11 21:54:51 UTC,,147491,2014-11-04 06:52:01 UTC,Peng Boshe
1490,张宏良,,2332164,2014-05-11 21:55:15 UTC,,1497120,2014-11-04 06:52:53 UTC,Zhang Hongliang
1491,大法,,28117726,2014-05-11 21:55:39 UTC,,24458137,2014-11-04 06:53:46 UTC,[Falun] Dafa
1492,郑雁雄,,247200,2014-05-11 21:56:02 UTC,,92791,2014-11-04 06:54:33 UTC,Zheng Yanxiong
1493,伊斯兰,,4357704,2014-05-11 21:56:25 UTC,,3469870,2014-11-04 06:54:58 UTC,Islam
1494,东突,,166700,2014-05-11 21:56:49 UTC,,157877,2014-11-04 06:55:23 UTC,ETLO [East Turkestan Liberation Organization]
1495,枪声,,1992789,2014-05-11 21:57:12 UTC,,1435126,2014-11-04 06:55:48 UTC,[sound of] gunshot
1496,下体,,6998671,2014-05-11 21:57:36 UTC,,5270126,2014-11-04 06:56:13 UTC,nether regions
1497,感言,,98870382,2014-05-11 21:57:59 UTC,,65837633,2014-11-04 06:56:38 UTC,testimonial
1498,露丝,,2358423,2014-05-11 21:58:23 UTC,,1507389,2014-11-04 06:57:04 UTC,Rose [character from Internet novel Tomb of the Gods (神墓)]
1499,公民社会,,302,2014-05-11 21:58:46 UTC,,1609540,2014-11-04 06:57:29 UTC,civil society
1500,迫害,,10039139,2014-05-11 21:59:10 UTC,,6081806,2014-11-04 06:57:54 UTC,persecute
1501,厉以宁,,955,2014-05-11 21:59:33 UTC,,712689,2014-11-04 06:58:19 UTC,Li Yining
1502,周旭洲,,68,2014-05-11 21:59:56 UTC,,998,2014-11-04 06:58:44 UTC,Zhou Xuzhou
1503,WK,,3118308,2014-05-11 22:00:20 UTC,,2017213,2014-11-04 06:59:09 UTC,WK
1504,微博实名,,498,2014-05-11 22:00:44 UTC,,415627,2014-11-04 06:59:34 UTC,Weibo real name
1505,党委书记,,6118740,2014-05-11 22:01:07 UTC,,3984577,2014-11-04 06:59:59 UTC,Party committee secretary
1506,庄烈宏,,248,2014-05-11 22:01:30 UTC,,21651,2014-11-04 07:00:23 UTC,Zhuang Liehong
1507,国际特赦,,813,2014-05-11 22:01:53 UTC,,24764,2014-11-04 07:00:47 UTC,Amnesty International
1508,汕尾,,6514976,2014-05-11 22:02:17 UTC,,4197711,2014-11-04 07:01:12 UTC,Shanwei
1509,9.21,,252,2014-05-11 22:02:40 UTC,,2661279,2014-11-04 07:01:37 UTC,9.21
1510,猝死,,12660507,2014-05-11 22:03:04 UTC,,8815910,2014-11-04 07:02:04 UTC,sudden death
1511,薛锦波,,514176,2014-05-11 22:03:27 UTC,,146402,2014-11-04 07:02:27 UTC,Xue Jinbo
1512,袭击,,31335496,2014-05-11 22:03:50 UTC,,20670408,2014-11-04 07:02:52 UTC,surprise attack
1513,对峙,,7996515,2014-05-11 22:04:15 UTC,,5510911,2014-11-04 07:03:18 UTC,confront
1514,乌鸦 坎坷,,406,2014-05-11 22:04:38 UTC,,838,2014-11-04 07:03:42 UTC,crow bumpy (first character in each word together are Wukan)
1515,陆丰,,3880142,2014-05-11 22:05:02 UTC,,2338643,2014-11-04 07:04:08 UTC,Lufeng
1516,wukan,,59332,2014-05-11 22:05:25 UTC,,27837,2014-11-04 07:04:32 UTC,wukan
1517,巨乳,,5458083,2014-05-11 22:05:48 UTC,,3768763,2014-11-04 07:05:03 UTC,big breasts
1518,豪乳,,1379458,2014-05-11 22:06:12 UTC,,1273058,2014-11-04 07:05:54 UTC,big breasts
1519,露点,,27707,2014-05-11 22:06:35 UTC,,59035,2014-11-04 07:06:49 UTC,dew point
1520,一虎八奶,,196,2014-05-11 22:06:59 UTC,,6192,2014-11-04 07:07:36 UTC,One Tiger Eight Breasts
1521,宪章,1,-1,2014-05-11 22:07:22 UTC,宪章,0,2014-11-04 07:08:24 UTC,charter
1522,老妈蹄花,,708731,2014-05-11 22:07:46 UTC,,365040,2014-11-04 07:09:16 UTC,Laoma Tihua (documentary by Ai Weiwei)
1523,乌坎,,2585735,2014-05-11 22:08:09 UTC,,1099046,2014-11-04 07:10:06 UTC,Wukan
1524,乌坎,,2585735,2014-05-11 22:08:32 UTC,,1099046,2014-11-04 07:10:57 UTC,Wukan
1525,学联,,2310995,2014-05-11 22:08:56 UTC,,0,2014-11-04 07:11:42 UTC,student federation
1526,乌尔,,471,2014-05-11 22:09:20 UTC,,537283,2014-11-04 07:12:33 UTC,Wu'er
1527,请用文明来说服我,,462,2014-05-11 22:09:43 UTC,,6186,2014-11-04 07:13:22 UTC,"Please use ""civilzation"" to persuade me."
1528,占凡体,,23,2014-05-11 22:10:07 UTC,,535,2014-11-04 07:13:45 UTC,[Hu] Zhanfan style
1529,我在美国当市长助理,,64,2014-05-11 22:10:30 UTC,,734,2014-11-04 07:14:08 UTC,I Was a Mayoral Aide in the U.S. [book title]
1530,李群,,120,2014-05-11 22:10:53 UTC,,254749,2014-11-04 07:14:33 UTC,Li Qun
1531,元老,,4206723,2014-05-11 22:11:17 UTC,,2946546,2014-11-04 07:14:59 UTC,senior statesman
1532,屁股,,101647185,2014-05-11 22:11:41 UTC,,76056100,2014-11-04 07:15:36 UTC,butt
1533,洗牌,,7306637,2014-05-11 22:12:04 UTC,,4731892,2014-11-04 07:16:30 UTC,shuffle cards
1534, 蒋彦永,,102176,2014-05-11 22:12:27 UTC,,68047,2014-11-04 07:17:23 UTC,Jiang Yanyong
1535,僧人自焚,1,-1,2014-05-11 22:13:37 UTC,自焚,0,2014-11-04 07:18:10 UTC,monk self-immolates
1536,四川 事件,,802,2014-05-11 22:14:01 UTC,,1492192,2014-11-04 07:19:03 UTC,Sichuan event
1537,四川 军队,,146676,2014-05-11 22:14:24 UTC,,120652,2014-11-04 07:19:50 UTC,Sichuan army
1538,轮奸,,11304348,2014-05-11 22:14:48 UTC,,6591924,2014-11-04 07:20:44 UTC,gang rape
1539,多维,,2505299,2014-05-11 22:15:11 UTC,,1677880,2014-11-04 07:21:35 UTC,Duowei (overseas media organization)
1540,艾婶,,166481,2014-05-11 22:15:35 UTC,,40252,2014-11-04 07:22:33 UTC,"Aunt Ai (sounds like ""god Ai [Weiwei])"
1541,共青团中央,,1894336,2014-05-11 22:15:59 UTC,,2138875,2014-11-04 07:23:23 UTC,Communist Youth League central authorities
1542,习太子,1,-1,2014-05-11 22:17:09 UTC,习太子,0,2014-11-04 07:23:55 UTC,Princeling Xi
1543,习王储,1,-1,2014-05-11 22:18:20 UTC,习王储,0,2014-11-04 07:24:16 UTC,Crown Prince Xi
1544,忠党国,1,-1,2014-05-11 22:19:30 UTC,党国,0,2014-11-04 07:24:36 UTC,faithful to the party-state
1545,垮台,1,-1,2014-05-11 22:19:53 UTC,垮台,0,2014-11-04 07:24:57 UTC,fall from power
1546,倒台,,1617049,2014-05-11 22:20:17 UTC,,960464,2014-11-04 07:25:21 UTC,fall from power
1547,颜色革命,,199548,2014-05-11 22:20:40 UTC,,380288,2014-11-04 07:25:46 UTC,color revolution
1548,余慧文,,244,2014-05-11 22:21:04 UTC,,739,2014-11-04 07:26:10 UTC,Yu Huiwen
1549,郑恩宠,,508,2014-05-11 22:21:28 UTC,,11346,2014-11-04 07:26:36 UTC,Zheng Enchong
1550,江氏常委,,3,2014-05-11 22:21:51 UTC,,5,2014-11-04 07:27:01 UTC,Standing Committee members surnamed Jiang
1551,辛子陵,1,-1,2014-05-11 22:23:26 UTC,辛子陵,0,2014-11-04 07:27:46 UTC,Xin Ziling
1552,博讯,1,-1,2014-05-11 22:24:38 UTC,博讯,0,2014-11-04 07:28:30 UTC,Boxun
1553,带路党,,1663327,2014-05-11 22:25:02 UTC,,1037454,2014-11-04 07:29:21 UTC,Guiding Party
1554,美分党,,29673,2014-05-11 22:25:28 UTC,,24749,2014-11-04 07:30:11 UTC,One-Cent Party
1555,天葬,,385781,2014-05-11 22:25:49 UTC,,125849,2014-11-04 07:30:34 UTC,sky burial
1556,吃精,,355,2014-05-11 22:26:09 UTC,,945,2014-11-04 07:31:23 UTC,eat cum
1557,茉莉花革,,21,2014-05-11 22:26:30 UTC,,71,2014-11-04 07:32:11 UTC,Jasmine Revolution
1558,江罗,,507,2014-05-11 22:26:51 UTC,,4126,2014-11-04 07:33:05 UTC,Jiang Luo
1559,Jasmine,,6106791,2014-05-11 22:27:12 UTC,,4841457,2014-11-04 07:33:59 UTC,Jasmine
1560,北京+年终奖,,458153,2014-05-11 22:27:36 UTC,,279424,2014-11-04 07:34:47 UTC,Beijing + year-end bonus
1561,裆中央,1,-1,2014-05-11 22:28:47 UTC,裆中央,0,2014-11-04 07:35:28 UTC,Central Crotch (CCP)
1562,姬胜德,1,-1,2014-05-11 22:30:20 UTC,姬胜德,0,2014-11-04 07:35:48 UTC,Ji Shengde
1563,杨尚昆,,262054,2014-05-11 22:30:44 UTC,,150794,2014-11-04 07:36:11 UTC,Yang Shangkun
1564,邹家华,,6593,2014-05-11 22:31:07 UTC,,9286,2014-11-04 07:36:36 UTC,Zou Jiahua
1565,叶选平,,16482,2014-05-11 22:31:30 UTC,,16563,2014-11-04 07:36:59 UTC,Ye Xuanping
1566,胡海青,1,-1,2014-05-11 22:33:05 UTC,胡海青,0,2014-11-04 07:37:20 UTC,Hu Haiqing
1567,尉健行,,399,2014-05-11 22:33:28 UTC,,8251,2014-11-04 07:37:43 UTC,Wei Jianxing
1568,王荔蕻,1,-1,2014-05-11 22:35:02 UTC,王荔蕻,0,2014-11-04 07:38:05 UTC,Wang Lihong
1569,冯正虎,,972,2014-05-11 22:35:25 UTC,,7218,2014-11-04 07:38:28 UTC,Feng Zhenghu
1570,王奉友,,110,2014-05-11 22:35:48 UTC,,432,2014-11-04 07:38:52 UTC,Wang Fengyou
1571,敏感,,162189523,2014-05-11 22:36:13 UTC,,114354060,2014-11-04 07:39:18 UTC,sensitive
1572,政治体制改革,1,-1,2014-05-11 22:37:23 UTC,政治体制改革,0,2014-11-04 07:39:42 UTC,reform of the political structure
1573,内斗,1,-1,2014-05-11 22:38:33 UTC,内斗,0,2014-11-04 07:40:24 UTC,internal struggle
1574,裸聊,1,-1,2014-05-11 22:39:43 UTC,裸聊,0,2014-11-04 07:41:05 UTC,naked chat
1575,火凤凰,,929,2014-05-11 22:40:07 UTC,,1484145,2014-11-04 07:42:10 UTC,FirePhoenix
1576,八大类社会组织,,33,2014-05-11 22:40:30 UTC,,102,2014-11-04 07:43:04 UTC,eight major types of social organization
1577,副主席,,563931,2014-05-11 22:40:54 UTC,,714993,2014-11-04 07:43:55 UTC,vice chairman
1578,黑监狱,,2749130,2014-05-11 22:41:17 UTC,,1307777,2014-11-04 07:44:49 UTC,black jail
1579,冉匪,,67568,2014-05-11 22:41:40 UTC,,35057,2014-11-04 07:45:37 UTC,Bandit Ran (Ran Yunfei)
1580,政治犯,,490,2014-05-11 22:42:03 UTC,,474696,2014-11-04 07:46:27 UTC,political prisoner
1581,帮派,,9354599,2014-05-11 22:42:27 UTC,,6307234,2014-11-04 07:47:23 UTC,faction
1582,黄色,,103076098,2014-05-11 22:42:51 UTC,,76532931,2014-11-04 07:48:07 UTC,yellow (pornographic)
1583,八八,,4768553,2014-05-11 22:43:14 UTC,,2671831,2014-11-04 07:48:33 UTC,eight eight
1584,外蒙,,1368026,2014-05-11 22:43:37 UTC,,470687,2014-11-04 07:48:59 UTC,Outer Mongolia
1585,邓朴方,,11539,2014-05-11 22:44:01 UTC,,15475,2014-11-04 07:49:24 UTC,Deng Pufang
1586,北戴河会议,1,-1,2014-05-11 22:45:11 UTC,北戴河会议,0,2014-11-04 07:49:47 UTC,Beidaihe Meeting
1587,领导层,,3452774,2014-05-11 22:45:34 UTC,,1138626,2014-11-04 07:50:11 UTC,ruling class
1588,咪咪,,34631696,2014-05-11 22:45:58 UTC,,26066289,2014-11-04 07:50:37 UTC,titties
1589,网评,,2373471,2014-05-11 22:46:22 UTC,,1158885,2014-11-04 07:51:02 UTC,Internet commentator
1590,老虎庙,,85699,2014-05-11 22:46:45 UTC,,48463,2014-11-04 07:51:33 UTC,Tiger Temple
1591,开枪,,19928725,2014-05-11 22:47:09 UTC,,698152,2014-11-04 07:52:22 UTC,fire a gun
1592,派系,1,-1,2014-05-11 22:47:32 UTC,派系,0,2014-11-04 07:53:08 UTC,faction
1593,共党,,5100837,2014-05-11 22:47:55 UTC,,650231,2014-11-04 07:53:57 UTC,"Common Party (middle character in ""communist party"" 共产党 removed)"
1594,封锁,,12253568,2014-05-11 22:48:19 UTC,,7243300,2014-11-04 07:54:48 UTC,block
1595,金黄色葡萄球菌,,215,2014-05-11 22:48:42 UTC,,637286,2014-11-04 07:55:37 UTC,"[should be ""yellow"" (pornographic) 黄色]"
1596,舒兰,,636,2014-05-11 22:49:06 UTC,,402225,2014-11-04 07:56:27 UTC,Shulan
1597,郭春平,,3271,2014-05-11 22:49:29 UTC,,5155,2014-11-04 07:57:17 UTC,Guo Chunping
1598,令计划,,24736,2014-05-11 22:49:52 UTC,,53679,2014-11-04 07:58:08 UTC,Ling Jihua
1599,警卫局,,639,2014-05-11 22:50:16 UTC,,85707,2014-11-04 07:59:00 UTC,Security Bureau
1600,江 亲信（词组或短语）,1,-1,2014-05-11 22:52:35 UTC,江亲信,0,2014-11-04 07:59:43 UTC,Jiang trusted followers
1601,江系,1,-1,2014-05-11 22:53:45 UTC,江系,0,2014-11-04 08:00:03 UTC,Jiang system
1602,胡系,,678,2014-05-11 22:54:08 UTC,,5156,2014-11-04 08:00:25 UTC,Hu system
1603,西安爆炸,,934416,2014-05-11 22:54:31 UTC,,578411,2014-11-04 08:00:49 UTC,Xi'an explosion
1604,阳光时务,1,-1,2014-05-11 22:55:41 UTC,阳光时务,0,2014-11-04 08:01:11 UTC,iSun Affairs
1605,杜宪,,27278,2014-05-11 22:56:04 UTC,,89798,2014-11-04 08:01:35 UTC,Du Qian
1606,薛飞,,296,2014-05-11 22:56:28 UTC,,152612,2014-11-04 08:01:58 UTC,Xue Fei
1607,雪山狮子旗,1,-1,2014-05-11 22:58:01 UTC,雪山狮子,0,2014-11-04 08:02:19 UTC,snow lion flag
1608,军转,,853741,2014-05-11 22:58:26 UTC,,804432,2014-11-04 08:02:41 UTC,professional soldier
1609,火药配方,1,-1,2014-05-11 22:59:37 UTC,火药配方,0,2014-11-04 08:03:03 UTC,gunpowder formula
1610,罢运,,130196,2014-05-11 22:59:59 UTC,,60896,2014-11-04 08:03:24 UTC,strike
1611,冲突,,47236289,2014-05-11 23:00:23 UTC,,32632227,2014-11-04 08:03:48 UTC,conflict
1612,联名上书,,556,2014-05-11 23:00:46 UTC,,255822,2014-11-04 08:04:18 UTC,submit a petition
1613,艾瓜子,,217,2014-05-11 23:01:10 UTC,,1367,2014-11-04 08:05:07 UTC,Melon Seed Ai [Weiwei]
1614,第二十三条,,47859,2014-05-11 23:01:34 UTC,,30308,2014-11-04 08:05:56 UTC,Article Twenty-Three
1615,艾虎,,398821,2014-05-11 23:01:58 UTC,,51560,2014-11-04 08:06:47 UTC,Tiger Ai [Weiwei]
1616,艾ww,1,-1,2014-05-11 23:03:09 UTC,艾ww,0,2014-11-04 08:07:31 UTC,Ai ww
1617,血染的风采,1,-1,2014-05-11 23:04:44 UTC,血染的风采,0,2014-11-04 08:08:13 UTC,Bloodstained Glory
1618,lama,,267055,2014-05-11 23:05:08 UTC,,210625,2014-11-04 08:09:01 UTC,lama
1619,dalai,,13195,2014-05-11 23:05:32 UTC,,12384,2014-11-04 08:09:53 UTC,dalai
1620,葵花籽,,743,2014-05-11 23:05:57 UTC,,1098458,2014-11-04 08:10:45 UTC,sunflower seeds
1621,强暴,1,-1,2014-05-11 23:06:20 UTC,强暴,4527337,2014-11-04 08:11:35 UTC,rape
1622,刘先生,,71,2014-05-11 23:06:45 UTC,,3557192,2014-11-04 08:12:25 UTC,Mr. Liu
1623,班子,,5680605,2014-05-11 23:07:08 UTC,,3882054,2014-11-04 08:12:49 UTC,brothel
1624,吉林士兵,,961,2014-05-11 23:07:31 UTC,,28872,2014-11-04 08:13:13 UTC,Jilin soldier
1625,吉林战士（短语或组合）,6,0,2014-05-11 23:07:54 UTC,,0,2014-11-04 08:13:35 UTC,Jilin combatant (stand-along phrase or phrase containing these words)
1626,95式自动步枪,,181286,2014-05-11 23:08:18 UTC,,69082,2014-11-04 08:13:59 UTC,QBZ-95
1627,张新岩,,78,2014-05-11 23:08:41 UTC,,37116,2014-11-04 08:14:23 UTC,Zhang Xinyan
1628,李鑫鑫,,173,2014-05-11 23:09:04 UTC,,90795,2014-11-04 08:14:48 UTC,Li Xinxin
1629,杨帆,,165,2014-05-11 23:09:28 UTC,,2999265,2014-11-04 08:15:14 UTC,Yang Fan
1630,林鹏汉,,67,2014-05-11 23:09:51 UTC,,39178,2014-11-04 08:15:57 UTC,Lin Penghan
1631,携枪出逃,,163153,2014-05-11 23:10:14 UTC,,59798,2014-11-04 08:16:49 UTC,flee carrying a gun
1632,正无,,222,2014-05-11 23:10:43 UTC,,0,2014-11-04 08:17:39 UTC,[meaning unknown]
1633,异见,,1186964,2014-05-11 23:11:07 UTC,,741616,2014-11-04 08:18:30 UTC,dissident
1634,胡星斗,,120317,2014-05-11 23:11:30 UTC,,69412,2014-11-04 08:19:28 UTC,Hu Xingdou
1635,国之利刃,,161510,2014-05-11 23:11:54 UTC,,78423,2014-11-04 08:20:25 UTC,Dagger of the State (novel)
1636,弟弟睡了,,1857304,2014-05-11 23:12:17 UTC,,287808,2014-11-04 08:21:24 UTC,little brother is asleep
1637,高瑛,,13185,2014-05-11 23:12:40 UTC,,12383,2014-11-04 08:22:22 UTC,Gao Ying
1638,fakesheji,,150,2014-05-11 23:13:03 UTC,,4155,2014-11-04 08:23:11 UTC,fakesheji
1639,刘艳萍,,25,2014-05-11 23:13:27 UTC,,9289,2014-11-04 08:24:02 UTC,Liu Yanping
1640,路青,,108789,2014-05-11 23:13:50 UTC,,49506,2014-11-04 08:24:26 UTC,Lu Qing
1641,刘晓原,,500,2014-05-11 23:14:15 UTC,,749541,2014-11-04 08:24:50 UTC,Liu Xiaoyuan
1642,老艾,,542275,2014-05-11 23:14:38 UTC,,298231,2014-11-04 08:25:15 UTC,Old Ai
1643,艾末末,1,-1,2014-05-11 23:16:11 UTC,艾末末,0,2014-11-04 08:25:37 UTC,Ai Weiwei
1644,艾借款,,6,2014-05-11 23:16:34 UTC,,152,2014-11-04 08:25:58 UTC,Ai lend money
1645,艾捐款,,17,2014-05-11 23:16:57 UTC,,64,2014-11-04 08:26:20 UTC,Ai donate
1646,艾汇款,,2,2014-05-11 23:17:20 UTC,,14,2014-11-04 08:26:42 UTC,Ai remit money
1647,aiww,,46145,2014-05-11 23:17:44 UTC,,16008,2014-11-04 08:27:06 UTC,aiww
1648,七宗罪,,4652776,2014-05-11 23:18:07 UTC,,3157927,2014-11-04 08:27:34 UTC,seven deadly sins
1649,艾债主,,34,2014-05-11 23:18:31 UTC,,397,2014-11-04 08:28:27 UTC,Creditor Ai
1650,草场地,,541,2014-05-11 23:18:55 UTC,,193132,2014-11-04 08:29:19 UTC,Caochangdi
1651,艾神,1,-1,2014-05-11 23:20:05 UTC,艾神,0,2014-11-04 08:30:05 UTC,the god Ai
1652,幸福大街储蓄所,,8,2014-05-11 23:20:28 UTC,,2089,2014-11-04 08:30:49 UTC,Happiness Avenue Savings Agency (Ai Weiwei's house)
1653,艾虎子,,342784,2014-05-11 23:20:51 UTC,,82480,2014-11-04 08:31:39 UTC,Tiger Cub Ai
1654,杜导正,,84048,2014-05-11 23:21:14 UTC,,48472,2014-11-04 08:32:29 UTC,Du Daozheng
1655,韩正,,815,2014-05-11 23:21:39 UTC,,152628,2014-11-04 08:33:22 UTC,Han Zheng
1656,文化大革命,,6624012,2014-05-11 23:22:02 UTC,,2531790,2014-11-04 08:34:09 UTC,Great Cultural Revolution
1657,tiananmen square,1,-1,2014-05-11 23:22:48 UTC,tiananmen,0,2014-11-04 08:34:57 UTC,tiananmen square
1658,democracy,,500,2014-05-11 23:23:12 UTC,,156865,2014-11-04 08:35:47 UTC,democracy
1659,cultural revolution,,18195,2014-05-11 23:23:36 UTC,,9296,2014-11-04 08:36:12 UTC,cultural revolution
1660,culture revolution,,178,2014-05-11 23:23:59 UTC,,3096,2014-11-04 08:36:37 UTC,culture revolution
1661,CCP,,610,2014-05-11 23:24:23 UTC,,273483,2014-11-04 08:37:04 UTC,CCP
1662,JMZ,,39566,2014-05-11 23:24:47 UTC,,28935,2014-11-04 08:37:58 UTC,JMZ
1663,一党专制,1,-1,2014-05-11 23:29:51 UTC,一党专制,0,2014-11-04 08:38:44 UTC,one-party autocracy
1664,异议人士,1,-1,2014-05-11 23:31:01 UTC,异议人士,0,2014-11-04 08:39:27 UTC,dissident
1665,异见人士,1,-1,2014-05-11 23:32:10 UTC,异见人士,0,2014-11-04 08:40:09 UTC,dissident
1666,持不同政见,1,-1,2014-05-11 23:33:44 UTC,持不同政见,0,2014-11-04 08:40:52 UTC,have different political views
1667,丁关根,,100528,2014-05-11 23:34:07 UTC,,44412,2014-11-04 08:41:44 UTC,Ding Guangen
